290.4380088	peter																						
name	time	cx	cy	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10
ALS.22.3.8.#2.mp4	159	1759.476888	1497.560628	1840.379028	1682.38208	1782.140869	1669.631714	1773.149902	1611.931641	1792.328491	1553.815308	1772.832031	1498.12854	1730.941406	1454.36438	1712.155518	1396.706543	1713.617065	1336.384033	1717.747681	1274.701416	1678.457275	1228.217896
ALS.22.3.8.#2.mp4	160	1770.853516	1527.997965	1879.872192	1702.128418	1821.843018	1684.700684	1777.218018	1650.204224	1779.164795	1591.448853	1784.765991	1530.259033	1755.931763	1477.472534	1716.556519	1432.045776	1708.328247	1372.168701	1714.001099	1311.553467	1704.127808	1251.913452
ALS.22.3.8.#2.mp4	161	1785.761325	1562.196615	1895.669434	1755.443237	1864.579834	1705.834106	1810.307739	1677.443237	1772.985352	1628.80188	1774.771729	1567.422607	1775.38623	1510.412109	1743.915405	1461.4552	1714.45166	1407.286011	1719.784546	1345.671143	1719.925049	1283.507446
ALS.22.3.8.#2.mp4	162	1781.791463	1544.836683	1897.644043	1713.976074	1844.043945	1688.869385	1791.718872	1662.919189	1775.612793	1608.519897	1784.111328	1550.042603	1776.772949	1491.668701	1736.327148	1450.09021	1715.890991	1397.724976	1714.001099	1339.719116	1721.89978	1281.532837
ALS.22.3.8.#2.mp4	163	1798.466254	1587.01732	1907.517334	1739.64624	1872.426758	1702.633301	1822.903076	1685.624878	1784.099976	1649.798462	1769.543091	1599.535889	1782.964111	1548.467163	1777.828735	1495.798218	1750.011719	1450.962402	1718.901489	1410.689331	1719.925049	1358.543335
ALS.22.3.8.#2.mp4	164	1796.370752	1573.082178	1929.238525	1747.5448	1889.424561	1709.956543	1836.868286	1694.376099	1792.852295	1662.841675	1769.761719	1614.021729	1776.669434	1559.237305	1776.837646	1504.419312	1745.860718	1461.356445	1720.345337	1414.575317	1725.848999	1362.492554
ALS.22.3.8.#2.mp4	165	1760.138658	1483.661092	1830.505737	1690.28064	1790.829834	1651.787231	1793.577515	1594.227173	1790.566772	1535.686401	1757.365845	1486.777588	1728.751465	1434.830444	1720.466431	1377.344482	1722.315186	1318.78894	1706.869141	1263.226929	1670.558716	1218.344727
ALS.22.3.8.#2.mp4	166	1751.552965	1467.478556	1773.240723	1650.788086	1788.993774	1602.575684	1793.855103	1552.384644	1780.986572	1505.636475	1744.025879	1471.76355	1718.290771	1431.671997	1717.750244	1381.091919	1724.615845	1330.882568	1722.217773	1280.512085	1692.279907	1287.456665
ALS.22.3.8.#2.mp4	167	1743.237712	1436.89605	1787.063354	1605.371582	1788.108887	1559.491455	1775.990601	1515.230835	1748.637085	1478.846802	1720.12207	1443.13501	1714.409424	1398.7854	1721.713867	1353.619141	1727.484009	1308.094971	1705.610107	1269.489258	1664.634766	1251.913452
ALS.22.3.8.#2.mp4	168	1739.161323	1431.328898	1789.037964	1603.396973	1796.482178	1555.480835	1773.41687	1514.714844	1738.726929	1480.866455	1718.92334	1436.497925	1710.942871	1388.932129	1725.150513	1344.479492	1714.094604	1297.301636	1685.676636	1260.289795	1638.964233	1247.964233
ALS.22.3.8.#2.mp4	169	1744.971639	1446.648749	1785.088745	1638.940308	1793.59375	1585.78064	1792.909424	1534.155151	1760.152344	1491.754639	1722.212402	1453.638062	1710.66687	1402.680176	1727.600464	1352.970337	1721.649292	1300.388184	1690.87146	1259.53125	1638.964233	1249.938843
																							
																							
																							
																							
																							
																							
																							
name	time	cx	cy	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10
ALS.22.3.8.#2.mp4	304	1943.793796	1887.330349	2118.80542	1846.276123	2080.56543	1888.437622	2025.429688	1902.694702	1973.526001	1882.020264	1922.147705	1856.495483	1866.904175	1844.301514	1821.870728	1871.311157	1823.120483	1928.091309	1861.774536	1966.344971	1915.416016	1952.906006
ALS.22.3.8.#2.mp4	305	1911.178418	1899.559241	2051.667236	1891.692505	2002.738403	1891.911377	1959.187378	1868.037964	1911.901489	1853.241699	1861.791382	1848.250732	1822.202881	1870.387573	1817.096924	1919.83374	1846.044189	1957.026855	1896.09314	1956.126343	1943.061157	1939.083618
ALS.22.3.8.#2.mp4	306	1912.52561	1904.043433	2024.022095	1891.692505	1978.484253	1871.640259	1930.992065	1851.504883	1879.346069	1846.276123	1831.554199	1861.024658	1820.632446	1909.905518	1841.593262	1955.714478	1890.843262	1951.369751	1941.284912	1942.476318	1986.50354	1958.829834
ALS.22.3.8.#2.mp4	307	1918.391455	1916.657556	1994.402222	1875.895508	1946.960938	1852.446655	1895.24646	1844.301514	1843.089722	1853.271118	1824.581787	1901.660767	1839.779907	1949.093018	1892.760132	1952.134033	1946.018066	1948.956665	1992.850464	1968.772949	2008.224854	2020.043335
ALS.22.3.8.#2.mp4	308	1911.897257	1916.742581	1972.68103	1860.098511	1917.753174	1843.025391	1859.416016	1842.326904	1823.263306	1887.307983	1827.083496	1942.594727	1877.27356	1953.113892	1934.137817	1944.169189	1986.050049	1962.325562	2009.41687	2015.721069	2043.768555	2061.510498
ALS.22.3.8.#2.mp4	309	1940.918677	1964.784302	1824.581787	1844.301514	1815.819824	1893.291382	1827.630371	1940.053467	1871.188354	1956.855225	1920.508423	1950.119385	1969.693604	1954.113281	2003.425903	1985.900635	2022.979858	2031.78125	2060.223633	2059.535889	2093.13501	2031.890991
ALS.22.3.8.#2.mp4	310	2038.105396	1988.32782	1860.12561	1943.032837	1911.154541	1939.083618	1960.069458	1950.931396	1995.377075	1984.474976	2016.135376	2028.943115	2056.864258	2055.161621	2093.422119	2029.557495	2120.788086	1986.465454	2163.401611	1967.305298	2203.71582	1998.322388
ALS.22.3.8.#2.mp4	311	2096.791333	2004.238489	1947.010498	1937.109009	1974.240723	1979.306152	2000.189331	2024.161987	2043.184448	2047.68811	2087.602295	2026.592529	2123.631348	1989.547363	2165.049316	1958.829834	2210.288574	1975.708252	2213.000977	2026.134277	2203.71582	2077.307373
ALS.22.3.8.#2.mp4	312	2131.526598	2038.282769	1974.65564	2014.119385	2009.932129	2058.312988	2062.868164	2038.461792	2101.595215	1994.12854	2151.387207	1966.728394	2201.341797	1988.125244	2206.938721	2046.667358	2211.990967	2105.404297	2263.029541	2132.596924	2322.195068	2130.622314
ALS.22.3.8.#2.mp4	313	2252.424121	2071.681958	2085.236328	1988.449219	2135.4375	1964.519653	2184.147949	1975.702881	2198.831787	2028.672241	2209.837158	2083.494873	2239.876953	2126.981934	2294.297363	2131.364746	2347.974365	2116.800049	2401.75	2126.769775	2426.851807	2174.064209
ALS.22.3.8.#2.mp4	314	2309.578271	2118.502869	2195.817139	1982.525391	2197.688721	2031.375854	2208.890625	2079.01001	2235.317627	2117.680908	2281.729004	2131.969971	2330.034424	2127.667725	2378.79541	2125.471436	2417.755371	2148.061768	2424.877197	2196.11499	2424.877197	2245.150635
																							
																							
																							
																							
																							
																							
name	time	cx	cy	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10
ALS.22.3.8.#2.mp4	378	1038.215495	1360.723796	898.4683228	1471.097046	911.277832	1422.84729	943.524231	1394.784912	990.720459	1381.428589	1032.71814	1354.620728	1069.664063	1321.577759	1118.574463	1314.687988	1167.273438	1304.115112	1211.718506	1281.354736	1247.982422	1247.964233
ALS.22.3.8.#2.mp4	379	1044.23399	1361.718896	884.645752	1502.69104	901.519165	1452.969971	918.9019165	1403.186157	967.2870483	1392.111938	1011.896912	1365.568604	1052.445557	1331.908813	1103.642822	1319.264771	1155.665527	1309.474121	1202.302124	1286.125488	1244.033081	1253.888062
ALS.22.3.8.#2.mp4	380	990.1814779	1393.065782	831.3300171	1518.488037	877.0499268	1494.121094	904.9087524	1447.82666	928.9416504	1400.125122	977.9318237	1379.038208	1023.833557	1353.63208	1069.495361	1324.629883	1122.863525	1316.656494	1175.278687	1303.074463	1220.337158	1273.634277
ALS.22.3.8.#2.mp4	381	998.8492249	1391.93446	813.5581055	1540.208984	859.5877686	1509.453125	896.7119751	1468.57666	916.9885254	1417.021362	956.2410278	1381.984863	1006.695007	1359.179199	1055.965088	1334.098267	1106.963745	1313.399536	1161.367798	1304.016602	1214.413208	1291.406006
ALS.22.3.8.#2.mp4	382	989.8217468	1399.472705	839.2286377	1563.904419	856.8742065	1516.639771	889.6773071	1474.856445	913.4584961	1427.054321	946.0102539	1386.746094	994.7172241	1366.713867	1038.390259	1338.174316	1087.665405	1317.315186	1139.503662	1304.018188	1192.692017	1299.304443
ALS.22.3.8.#2.mp4	383	1007.633728	1392.086816	837.2539673	1556.005981	875.638916	1514.78064	888.9822388	1458.939575	916.3488159	1412.209717	970.7034912	1393.512817	1017.907288	1361.952148	1058.882813	1322.81311	1114.61792	1311.152222	1171.715332	1305.994507	1224.286499	1283.507446
ALS.22.3.8.#2.mp4	384	1089.937006	1324.83158	890.5697021	1421.731323	940.0588989	1402.926392	986.3287354	1380.032104	1015.838501	1336.2229	1059.618042	1312.096436	1111.675903	1318.056519	1162.877686	1315.889282	1200.935547	1279.213135	1242.016846	1246.03125	1289.450195	1236.116455
